"s","MaxrealRoot"
0.03590878534195076
0.030535417059961684
0.025569121376412884
0.021005465754313446
0.016840205878690506
0.01306928174044801
0.00968881369537278
0.006695098502017157
0.004084605342240302
0.0018539718282458045
0.
-0.0014803476830329736
-0.0025899523518596416
-0.003331542735602659
-0.0037076991627551844
-0.0037208575519331612
-0.003373313387979166
-0.00266722567923396
-0.0016046208917626587
-0.00018739685629684319
0.0015826733563650136
