"s","MaxrealRoot"
-0.8523981612265535
-0.8685217579187933
-0.8843260860054599
-0.8998174674285135
-0.9150020989470823
-0.9298860546162333
-0.9444752882166944
-0.9587756356364302
-0.9727928172050755
-0.9865324399821642
-1.
-1.0000000000000164
-1.0000000000000075
-1.0000000000000004
-1.0000000000000004
-0.9999999999999993
-1.0000000000000029
-1.0000000000000002
-0.9999999999999997
-1.000000000000002
-0.9999999999999988
