"MaxrealRoot"
50.0041885989498
48.5919766857465
47.2174165128175
45.87951439552584
44.57730282198538
43.30983976427653
42.0762080077895
40.87551449821797
39.706889705739044
38.569487005927115
37.462482076961415
36.38507231269849
35.33647625119233
34.315933018255606
33.32270178566632
32.35606124363452
31.415309087154107
30.499761515874035
29.608752747133796
28.741634541816282
27.897775742681294
27.07656182485111
26.27739445812855
25.49969108083626
24.742884484874146
24.006422411699887
23.289767158945207
22.592395197388125
21.913796798008917
21.253475668864468
20.610948601522843
19.98574512680668
19.3774071796006
18.785488772484232
18.20955567795896
17.64918511904219
17.103965468009434
16.573495953069752
16.057386372766214
15.555256817898238
15.06673740076811
14.59146799155923
14.12909796165875
13.67928593374205
13.241699538441445
12.816015177426246
12.40191779272576
11.999100642131255
11.607265080517385
11.226120346927665
10.855383357272709
10.494778502494047
10.14403745205011
9.80289896258483
9.471108691643058
9.148419016300496
8.834588856579435
8.529383503525018
8.232574451819998
7.943939236819325
7.663261275889011
7.390329713936766
7.124939273024994
6.866890105959649
6.615987653751247
6.3720425068472135
6.13487027003746
5.904291430937637
5.6801312319572475
5.462219545662257
5.250390753444299
5.044483627411059
4.844341215414697
4.6498107291375605
4.460743435156623
4.2769945489103485
4.0984231314938375
3.9248919892102023
3.7562675758082538
3.5924198973385844
3.4332224195621515
3.278551977847474
3.128288689494492
2.982315868425021
2.8405199421817224
2.702790371179344
2.569019570153861
2.4391028317570522
2.3129382522458775
2.190426659217901
2.0714715413459133
1.9559789800667438
1.8438575831812336
1.7350184203242636
1.6293749602657506
1.5268430100055497
1.4273406556274029
1.3307882048791957
1.237108131449191
1.146225020910308
1.0580655183071388
0.9725582773631685
0.889633911288668
0.8092249451729906
0.7312657699485428
0.6556925979176446
0.5824434198378272
0.5114579635659825
0.4426776542672634
0.37604557620079443
0.31150643610137335
0.24900652818441563
0.18849370081080383
0.12991732485920093
0.07322826386613755
0.0183788460092298
-0.03467716197333662
-0.08598457881271247
-0.13558683054889714
-0.18352597000938858
-0.22984269371922766
-0.2745763559891158
-0.31776497987217456
-0.3594452646103606
-0.3996525891046079
-0.4384210108333344
-0.4757832595049306
-0.5117707245517495
-0.5464134353426883
-0.5797400326902699
-0.6117777298300848
-0.6425522605179809
-0.6720878111687255
-0.7004069329676929
-0.7275304285013027
-0.7534772054823426
-0.7782640872921933
-0.8019055658354268
-0.8244134757883431
-0.8457965593151061
-0.8660598742026618
-0.8852039714116018
-0.903223720968755
-0.9201065785243012
-0.9358299151046469
-0.9503566721591874
-0.9636277559926978
-0.9755472915712202
-0.985949241217478
-0.9944981733209601
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
-1.
