"s","MaxrealRoot"
-0.8597721092324708
-0.8744342883930538
-0.8889505764333886
-0.9033224249943758
-0.9175512712728559
-0.9316385381652983
-0.9455856344101512
-0.9593939547286437
-0.9730648799643336
-0.9865997772211093
-1.
-1.0000000000000027
-1.0000000000000047
-1.0000000000000013
-0.9999999999999963
-0.9999999999999993
-0.9999999999999996
-1.0000000000000004
-0.9999999999999996
-1.
-1.0000000000000002
