"s","MaxrealRoot"
-0.9999999999999963
-0.999999999999995
-0.9999999999999968
-1.0000000000000013
-0.9999999999999858
-1.0000000000000238
-0.9999999999999997
-0.9999999999999956
-1.000000000000008
-1.0000000000000884
-1.0000000000000027
-0.9865923615715191
-0.9730351843003219
-0.9593270648542142
-0.9454665859654547
-0.9314523162647264
-0.9172828101145892
-0.9029566074415973
-0.8884722335672706
-0.8738281990381129
-0.8590229994541823
