"s","MaxrealRoot"
24.484555804178676
19.63824178186452
15.67372034481208
12.431891468811852
9.782673759090125
7.619798169476755
5.856569779196578
4.4224372526994085
3.260248780157006
2.324110931315245
1.5778029837410497
0.9937245234703727
0.5523298953742186
0.24183238006508212
0.05755181322407586
0.
0.07187072769477286
0.2762568522500068
0.6178272365885683
1.1054823769309972
1.754441528821993
2.587442347709005
3.6356138403504636
4.939492275180599
6.550413357207759
8.532391367510584
10.96456246835306
13.944277659426987
17.590956359350404
22.050845125573563
27.50286550469789
